Cu,Fe,"1,2-NQN","1,4-NQN",PQN,•OH,PM2.5,SOA_mass,SOA_activity
500.0,500.0,0.0,0.0,0.0,0.935354,1106.53,0.267,0.203
445.8594,431.7106,2.7253,3.4051,0.1964,1.146638,1003.27,0.491,0.225
0.0,6545.1121,0.0,0.0,0.0,3.324452,6697.75,0.185,0.283
453.3254,433.2081,2.6907,3.3966,0.1976,1.143561,1255.52,0.5,0.211
0.0,0.0,149.0261,0.0,0.0,0.487028,542.99,0.349,0.329
492.7618,482.698,0.0,523.0094,0.0,1.804164,1826.15,0.17,0.311
0.0,0.0,0.0,0.0,25.6317,0.042022,350.3,0.434,0.313
518.9883,497.0156,20.2504,0.0,0.0,1.457992,1332.38,0.473,0.219
1030.6805,39.6443,0.0,3.8413,0.3948,0.592492,1158.47,0.374,0.3
13.0836,16.3447,0.0,0.0,0.0,0.149273,399.02,0.225,0.337
0.0,0.0,137.8838,0.0,0.0,0.467346,307.28,0.341,0.189
0.0,0.0,498.9104,0.0,0.0,0.502226,555.84,0.333,0.176
0.0,0.0,356.9763,0.0,0.0,0.514331,659.28,0.351,0.307
67.9654,229.9731,0.0,0.0,0.0,0.48482,672.2,0.177,0.274
0.0,0.0,0.0,0.0,470.4962,0.306771,567.44,0.158,0.363
65.4605,242.6551,0.0,0.0,0.0,0.487593,428.99,0.171,0.304
491.3489,497.1246,0.0,0.0,0.0,0.9368,1283.36,0.28,0.212
0.0,2284.5474,0.0,0.0,0.0,1.46057,2611.74,0.175,0.207
0.0,9994.1373,0.0,0.0,0.0,3.799638,10137.28,0.307,0.102
89.8749,75.2947,0.0,0.0,0.0,0.387404,617.96,0.26,0.388
89.1794,77.9321,0.0,0.0,0.0,0.385721,310.39,0.231,0.363
7722.6299,0.0,0.0,0.0,0.0,0.378081,8048.67,0.267,0.38
89.7814,81.7436,0.0,0.0,0.0,0.38771,451.2,0.259,0.392
0.0,0.0,0.0,0.0,251.6726,0.237631,465.2,0.475,0.183
256.8966,98.3873,0.0,0.0,0.0,0.522835,428.81,0.181,0.34
885.6542,0.0,0.0,0.0,0.0,0.273825,1036.27,0.485,0.104
239.9511,300.8045,0.0,0.0,0.0,0.694437,799.71,0.145,0.186
0.0,0.0,483.2087,0.0,0.0,0.510065,946.42,0.141,0.252
1025.1148,2017.9559,0.0,0.0,0.0,2.371683,3260.38,0.137,0.394
0.0,0.0,155.9319,0.0,0.0,0.485736,284.9,0.327,0.274
0.0,0.0,312.3919,0.0,0.0,0.499506,426.67,0.377,0.162
0.0,9971.245,0.0,0.0,0.0,3.915159,10159.53,0.421,0.262
0.0,50.3082,20.3856,0.0,0.0,0.405339,294.99,0.227,0.203
88.0635,78.9385,0.0,0.0,0.0,0.385365,239.19,0.213,0.358
0.0,0.0,0.0,142.8538,0.0,0.03825,372.95,0.413,0.18
0.0,0.0,204.8144,0.0,0.0,0.485805,308.91,0.206,0.105
0.0,0.0,0.0,278.5203,0.0,0.075741,522.26,0.148,0.254
2093.8699,1928.0647,0.0,0.0,0.0,2.457907,4424.6,0.141,0.124
87.7853,80.1139,0.0,0.0,0.0,0.387935,281.29,0.243,0.395
0.0,0.0,0.0,305.9155,0.0,0.082516,490.14,0.41,0.218
245.8511,96.0682,0.0,0.0,0.0,0.523641,467.91,0.168,0.348
508.9388,486.5544,0.0,0.0,0.0,0.935062,1223.08,0.261,0.202
240.7266,301.1058,0.0,0.0,0.0,0.690866,935.68,0.14,0.159
0.0,8785.1556,0.0,0.0,0.0,3.769659,8958.78,0.258,0.227
0.0,303.8706,0.0,0.0,0.0,0.216863,755.51,0.277,0.282
0.0,0.0,0.0,77.2461,0.0,0.021307,572.04,0.491,0.338
500.7094,495.3137,0.0,522.8746,0.0,1.81539,1694.61,0.176,0.344
0.0,0.0,445.1075,0.0,0.0,0.500151,615.96,0.14,0.15
505.6757,498.1628,0.0,524.8281,0.0,1.814779,1893.88,0.165,0.342
250.0696,96.4444,0.0,0.0,0.0,0.526897,660.06,0.152,0.381
556.5016,217.5147,14.5239,0.0,1.0707,1.255518,875.57,0.427,0.243
564.0071,229.5232,14.8003,0.0,1.0984,1.252451,949.92,0.439,0.23
250.1279,104.8837,0.0,0.0,0.0,0.528206,601.24,0.157,0.394
8074.5556,0.0,0.0,0.0,0.0,0.372563,8284.8,0.495,0.282
537.1371,216.2945,14.6228,0.0,1.135,1.254655,1229.98,0.446,0.239
0.0,0.0,31.3448,0.0,0.0,0.23194,314.45,0.156,0.301
1038.9966,2057.1601,0.0,0.0,0.0,2.374292,3345.92,0.144,0.4
261.1906,299.2551,0.0,0.0,0.0,0.694715,749.96,0.156,0.188
0.0,7948.0955,0.0,0.0,0.0,3.560048,8234.42,0.384,0.132
244.9732,99.1082,0.0,0.0,0.0,0.523076,561.41,0.153,0.342
4925.5829,0.0,0.0,0.0,0.0,0.351901,5176.29,0.174,0.263
0.0,8056.7015,0.0,0.0,0.0,3.643822,8334.04,0.487,0.225
0.0,0.0,0.0,0.0,454.7742,0.29152,620.92,0.286,0.14
0.0,0.0,0.0,0.0,76.5723,0.111313,185.01,0.37,0.358
1612.8839,0.0,0.0,0.0,0.0,0.30533,1902.33,0.143,0.234
240.0462,306.8548,0.0,0.0,0.0,0.69262,923.36,0.136,0.172
0.0,801.1485,0.0,0.0,0.0,0.55764,1292.14,0.341,0.275
6496.6093,0.0,0.0,0.0,0.0,0.362431,6735.06,0.253,0.256
1025.3504,1002.5102,0.0,0.0,0.0,1.705713,2341.21,0.252,0.337
0.0,0.0,0.0,0.0,102.8972,0.136676,292.16,0.49,0.223
0.0,0.0,0.0,199.7594,0.0,0.053354,643.2,0.432,0.167
0.0,0.0,250.3121,0.0,0.0,0.510285,697.07,0.426,0.306
0.0,0.0,0.0,71.5006,0.0,0.019474,221.7,0.223,0.264
0.0,0.0,138.0848,0.0,0.0,0.475089,217.99,0.407,0.275
0.0,306.525,0.0,0.0,0.0,0.216337,623.39,0.257,0.224
0.0,8681.4225,0.0,0.0,0.0,3.804094,9137.73,0.441,0.3
0.0,3251.9006,0.0,0.0,0.0,1.981916,3602.96,0.285,0.224
0.0,150.0,20.0,0.0,0.0,0.512252,303.68,0.464,0.348
0.0,3506.2693,0.0,0.0,0.0,2.118624,3936.23,0.139,0.246
0.0,513.5386,0.0,485.7906,0.0,1.252921,1398.59,0.252,0.227
0.0,0.0,0.0,338.719,0.0,0.090651,388.99,0.223,0.172
0.0,0.0,0.0,0.0,398.2203,0.291714,597.7,0.38,0.33
0.0,0.0,0.0,0.0,84.405,0.115278,386.05,0.306,0.13
0.0,0.0,0.0,0.0,118.7417,0.150913,429.66,0.213,0.184
13.1484,17.5173,0.0,0.0,0.0,0.148451,164.51,0.213,0.307
2068.1778,1910.0288,0.0,0.0,0.0,2.448329,4438.5,0.16,0.105
0.0,0.0,0.0,375.1329,0.0,0.103394,462.72,0.184,0.326
3232.5708,0.0,0.0,0.0,0.0,0.339961,3728.05,0.229,0.343
92.3044,76.5714,0.0,0.0,0.0,0.384687,466.97,0.23,0.349
981.7939,1005.3831,0.0,0.0,0.0,1.700884,2243.31,0.244,0.322
0.0,0.0,0.0,0.0,131.2042,0.163923,425.11,0.284,0.25
1907.5568,2095.5265,0.0,0.0,0.0,2.454992,4475.45,0.147,0.118
0.0,3924.9356,0.0,0.0,0.0,2.378809,4408.34,0.32,0.39
47.6858,76.9704,0.0,0.0,0.0,0.317735,388.1,0.138,0.128
0.0,480.1519,0.0,503.4302,0.0,1.258476,1391.08,0.22,0.249
465.267,0.0,0.0,0.0,0.0,0.26045,595.11,0.4,0.342
0.0,155.4245,19.3015,0.0,0.0,0.515101,319.62,0.44,0.377
522.9149,517.7337,0.0,510.9894,0.0,1.807699,2049.32,0.161,0.321
0.0,0.0,0.0,205.5987,0.0,0.056833,277.36,0.428,0.348
0.0,519.4537,0.0,519.6945,0.0,1.263239,1286.43,0.226,0.269
0.0,0.0,0.0,0.0,217.6982,0.226795,346.35,0.45,0.321
0.0,0.0,0.0,0.0,288.404,0.261935,556.15,0.459,0.372
8773.4917,0.0,0.0,0.0,0.0,0.379691,9091.41,0.127,0.325
0.0,0.0,0.0,229.562,0.0,0.063247,688.73,0.248,0.325
5296.8821,0.0,0.0,0.0,0.0,0.346746,5527.23,0.324,0.147
0.0,2471.0323,0.0,0.0,0.0,1.547293,2870.43,0.362,0.153
6775.9016,0.0,0.0,0.0,0.0,0.355604,7269.08,0.436,0.137
0.0,0.0,0.0,0.0,102.99,0.135231,415.09,0.175,0.156
0.0,9123.6335,0.0,0.0,0.0,3.818826,9257.38,0.421,0.237
9093.2766,0.0,0.0,0.0,0.0,0.381341,9195.96,0.157,0.328
6375.8647,0.0,0.0,0.0,0.0,0.351438,6521.7,0.155,0.104
0.0,0.0,0.0,0.0,298.7146,0.264879,698.69,0.443,0.353
89.6855,76.7971,0.0,0.0,0.0,0.388345,662.92,0.219,0.4
0.0,0.0,54.6321,0.0,0.0,0.328108,254.95,0.393,0.221
0.0,0.0,0.0,139.3215,0.0,0.037373,335.67,0.116,0.182
3756.3291,0.0,0.0,0.0,0.0,0.346657,4165.17,0.363,0.355
0.0,48.4335,19.3968,0.0,0.0,0.40593,126.13,0.198,0.209
0.0,0.0,193.2703,0.0,0.0,0.489366,679.89,0.275,0.17
485.2297,484.0754,0.0,0.0,0.0,0.933862,1295.68,0.251,0.195
506.381,491.0923,0.0,0.0,0.0,0.932888,1109.45,0.273,0.19
6960.5411,0.0,0.0,0.0,0.0,0.355002,7115.66,0.117,0.105
555.2817,211.5217,15.6477,0.0,1.0498,1.253024,987.63,0.434,0.232
0.0,495.2563,20.745,0.0,0.0,0.719373,888.52,0.141,0.142
0.0,48.7527,19.6677,0.0,0.0,0.406053,159.79,0.221,0.212
0.0,489.7396,0.0,509.8357,0.0,1.254974,1124.02,0.238,0.235
0.0,0.0,0.0,0.0,454.6011,0.294691,785.18,0.153,0.193
0.0,0.0,0.0,408.7039,0.0,0.113767,675.28,0.424,0.385
0.0,47.8194,19.7128,0.0,0.0,0.405399,299.63,0.21,0.203
2787.0417,0.0,0.0,0.0,0.0,0.330032,3081.64,0.463,0.287
87.7348,75.1168,0.0,0.0,0.0,0.386938,614.29,0.238,0.381
1054.4061,40.2673,0.0,3.6348,0.3993,0.593699,1417.21,0.328,0.31
1054.3942,39.5989,0.0,3.8645,0.3909,0.594403,1224.6,0.341,0.316
0.0,50.7889,20.1622,0.0,0.0,0.40516,226.68,0.21,0.2
987.4965,1012.5858,0.0,0.0,0.0,1.703864,2369.01,0.244,0.331
0.0,48.3623,20.2026,0.0,0.0,0.406027,361.34,0.221,0.211
9429.1427,0.0,0.0,0.0,0.0,0.367779,9630.61,0.154,0.119
511.6184,509.6713,0.0,487.8349,0.0,1.818212,1855.73,0.166,0.352
0.0,0.0,351.9285,0.0,0.0,0.522929,548.31,0.46,0.399
65.0,242.0,0.0,0.0,0.0,0.487086,588.72,0.168,0.299
483.4998,520.2567,0.0,524.4794,0.0,1.802557,1696.8,0.158,0.306
522.8745,497.9314,0.0,510.3498,0.0,1.805769,1701.42,0.18,0.316
12.5698,16.3644,0.0,0.0,0.0,0.148909,259.74,0.25,0.325
0.0,0.0,303.8761,0.0,0.0,0.512222,750.31,0.453,0.298
0.0,6391.1994,0.0,0.0,0.0,3.322389,6735.12,0.475,0.361
960.6619,1969.1162,0.0,0.0,0.0,2.367332,3428.31,0.141,0.384
0.0,5553.6355,0.0,0.0,0.0,3.033886,5648.27,0.261,0.34
458.7515,423.6368,2.9359,3.43,0.1951,1.146173,1192.62,0.454,0.222
89.8608,77.7139,0.0,0.0,0.0,0.386584,480.94,0.23,0.375
0.0,0.0,344.1371,0.0,0.0,0.495993,730.49,0.29,0.117
0.0,0.0,0.0,499.7789,0.0,0.133303,803.68,0.44,0.16
477.2752,522.5484,20.1639,0.0,0.0,1.457471,1274.21,0.5,0.218
5683.4314,0.0,0.0,0.0,0.0,0.353794,5908.61,0.215,0.207
13.0156,17.083,0.0,0.0,0.0,0.149199,486.11,0.249,0.335
0.0,49.6938,19.4682,0.0,0.0,0.404811,168.41,0.203,0.195
0.0,0.0,0.0,330.9568,0.0,0.088673,753.85,0.413,0.183
558.329,221.3316,14.8256,0.0,1.0719,1.249682,890.62,0.5,0.22
0.0,0.0,0.0,229.1618,0.0,0.062347,429.64,0.258,0.259
0.0,524.4628,20.5392,0.0,0.0,0.719199,988.7,0.159,0.141
2265.5766,0.0,0.0,0.0,0.0,0.310417,2466.42,0.421,0.101
0.0,482.1204,0.0,0.0,0.0,0.330331,535.57,0.188,0.111
49.8441,76.0897,0.0,0.0,0.0,0.316767,305.23,0.131,0.113
0.0,0.0,123.4119,0.0,0.0,0.463608,582.11,0.403,0.279
529.8664,219.7931,14.9742,0.0,1.0804,1.256539,1124.6,0.447,0.247
0.0,0.0,0.0,307.5646,0.0,0.083166,664.7,0.33,0.229
0.0,9518.1179,0.0,0.0,0.0,3.832887,9663.81,0.113,0.191
0.0,0.0,0.0,0.0,317.6617,0.267212,572.67,0.456,0.271
256.7191,292.9676,0.0,0.0,0.0,0.695006,809.16,0.16,0.191
8670.8295,0.0,0.0,0.0,0.0,0.368265,8762.0,0.451,0.18
0.0,0.0,0.0,0.3267,0.0,9e-05,73.08,0.27,0.35
91.6846,78.5381,0.0,0.0,0.0,0.388362,440.93,0.225,0.4
0.0,0.0,250.2006,0.0,0.0,0.519861,537.66,0.185,0.399
0.0,0.0,0.0,413.7765,0.0,0.114967,832.05,0.116,0.367
256.3182,299.2132,0.0,0.0,0.0,0.69385,767.45,0.148,0.182
522.0645,506.2835,0.0,508.9854,0.0,1.811004,1979.78,0.168,0.331
1948.9618,1943.5332,0.0,0.0,0.0,2.45087,4259.97,0.158,0.11
12.7354,16.6262,0.0,0.0,0.0,0.148463,314.21,0.239,0.309
0.0,499.9272,20.7513,0.0,0.0,0.717113,647.52,0.139,0.126
476.4229,506.4677,0.0,0.0,0.0,0.937329,1289.56,0.289,0.215
0.0,0.0,0.0,148.1788,0.0,0.039749,467.86,0.305,0.186
0.0,0.0,0.0,0.0,304.9064,0.266842,614.33,0.237,0.343
0.0,493.1501,0.0,519.8807,0.0,1.263261,1491.78,0.239,0.27
408.5188,0.0,0.0,0.0,0.0,0.256972,649.38,0.395,0.38
1061.293,37.3829,0.0,3.8293,0.4046,0.594448,1284.46,0.337,0.317
0.0,0.0,0.0,0.0,168.1617,0.191721,462.48,0.152,0.213
475.6703,435.8103,2.839,3.5435,0.193,1.14552,1223.18,0.5,0.22
0.0,0.0,0.0,0.0,407.8727,0.288699,797.55,0.224,0.234
0.0,0.0,0.0,0.0,155.1542,0.18506,543.29,0.477,0.303
993.6351,2057.9824,0.0,0.0,0.0,2.34896,3522.8,0.135,0.342
85.4815,81.5489,0.0,0.0,0.0,0.386756,397.1,0.22,0.378
0.0,4799.3883,0.0,0.0,0.0,2.697896,5044.01,0.225,0.252
2029.6995,1905.6529,0.0,0.0,0.0,2.449243,4178.65,0.152,0.106
0.0,0.0,325.8199,0.0,0.0,0.494375,737.01,0.499,0.109
0.0,0.0,0.0,0.0,61.6237,0.090221,546.6,0.277,0.196
0.0,4815.2235,0.0,0.0,0.0,2.772088,5027.28,0.135,0.381
988.2576,37.4646,0.0,3.8841,0.3866,0.592801,1104.53,0.331,0.302
0.0,153.1091,19.1595,0.0,0.0,0.512822,380.09,0.443,0.354
0.0,0.0,0.0,196.0468,0.0,0.053389,391.64,0.366,0.267
63.0271,235.9846,0.0,0.0,0.0,0.485506,452.73,0.162,0.282
1061.4794,38.1088,0.0,3.8287,0.4146,0.59514,1422.14,0.347,0.323
0.0,6171.4499,0.0,0.0,0.0,3.201042,6350.66,0.417,0.273
250.1066,310.9694,0.0,0.0,0.0,0.694505,947.52,0.148,0.187
5487.6989,0.0,0.0,0.0,0.0,0.364765,5600.41,0.434,0.395
0.0,52.2343,19.5834,0.0,0.0,0.407097,547.52,0.222,0.225
0.0,0.0,35.8559,0.0,0.0,0.256939,93.48,0.408,0.342
3931.4628,0.0,0.0,0.0,0.0,0.333752,4328.37,0.143,0.123
0.0,724.4689,0.0,0.0,0.0,0.493794,805.15,0.11,0.141
0.0,1202.0906,0.0,0.0,0.0,0.824289,1411.74,0.477,0.301
0.0,517.1236,0.0,514.7331,0.0,1.254378,1445.51,0.237,0.233
1041.7525,1990.0249,0.0,0.0,0.0,2.372498,3171.48,0.142,0.396
47.3713,72.2453,0.0,0.0,0.0,0.316552,212.03,0.132,0.109
0.0,0.0,328.6767,0.0,0.0,0.505738,619.85,0.295,0.221
0.0,8017.2808,0.0,0.0,0.0,3.71343,8121.9,0.346,0.332
13.2544,17.4518,0.0,0.0,0.0,0.149516,175.77,0.238,0.346
249.7934,311.8871,0.0,0.0,0.0,0.691635,801.48,0.139,0.165
0.0,0.0,62.4104,0.0,0.0,0.360769,431.6,0.167,0.334
0.0,0.0,0.0,0.0,156.8516,0.187736,224.56,0.109,0.332
0.0,47.8634,20.1376,0.0,0.0,0.405789,566.2,0.213,0.208
0.0,0.0,101.6115,0.0,0.0,0.424628,482.11,0.254,0.108
8661.8685,0.0,0.0,0.0,0.0,0.36869,9033.44,0.364,0.184
0.0,516.2316,0.0,506.6716,0.0,1.255963,1435.78,0.239,0.239
0.0,0.0,0.0,0.0,410.6251,0.286321,730.98,0.38,0.186
974.0535,2003.1094,0.0,0.0,0.0,2.369057,3166.46,0.156,0.388
0.0,6435.777,0.0,0.0,0.0,3.21545,6594.09,0.149,0.159
0.0,0.0,113.8749,0.0,0.0,0.458024,267.56,0.101,0.319
0.0,0.0,419.6692,0.0,0.0,0.499515,748.88,0.397,0.151
0.0,0.0,0.0,490.2841,0.0,0.135898,611.72,0.48,0.364
7798.9316,0.0,0.0,0.0,0.0,0.360897,8252.28,0.105,0.126
940.5442,0.0,0.0,0.0,0.0,0.289708,1380.83,0.383,0.351
5026.7688,0.0,0.0,0.0,0.0,0.343544,5342.37,0.244,0.127
474.4639,449.2951,2.7347,3.2698,0.1903,1.143772,1028.11,0.475,0.211
0.0,491.7982,0.0,482.1709,0.0,1.258426,1044.48,0.25,0.25
5227.7101,0.0,0.0,0.0,0.0,0.34618,5335.33,0.161,0.142
246.8164,295.5513,0.0,0.0,0.0,0.694428,690.37,0.152,0.186
0.0,488.1082,19.4257,0.0,0.0,0.716651,563.66,0.15,0.123
241.4849,314.0407,0.0,0.0,0.0,0.691538,643.96,0.159,0.165
0.0,0.0,65.3262,0.0,0.0,0.365178,454.74,0.257,0.277
62.5582,235.0854,0.0,0.0,0.0,0.489044,575.23,0.179,0.32
487.6354,484.8927,20.0841,0.0,0.0,1.457012,1217.29,0.467,0.216
0.0,509.0892,0.0,520.293,0.0,1.256204,1342.59,0.209,0.24
0.0,493.4665,20.7775,0.0,0.0,0.718854,713.99,0.146,0.138
0.0,0.0,0.0,0.0,298.6562,0.256591,531.12,0.494,0.188
0.0,0.0,0.0,0.0,237.5502,0.23845,322.19,0.368,0.346
9075.7387,0.0,0.0,0.0,0.0,0.383714,9408.29,0.133,0.362
496.6059,501.941,0.0,0.0,0.0,0.934852,1070.13,0.288,0.201
0.0,8633.3365,0.0,0.0,0.0,3.791695,8694.79,0.358,0.291
89.2175,81.4182,0.0,0.0,0.0,0.384502,269.81,0.251,0.347
0.0,0.0,0.0,0.0,440.4476,0.292152,652.3,0.375,0.194
0.0,0.0,380.9509,0.0,0.0,0.507519,758.94,0.138,0.229
0.0,0.0,413.7595,0.0,0.0,0.501785,766.48,0.419,0.175
9730.1271,0.0,0.0,0.0,0.0,0.374521,10003.49,0.339,0.2
175.8336,71.1391,0.0,0.0,0.0,0.431364,710.91,0.268,0.268
0.0,0.0,0.0,5.1422,0.0,0.001385,370.92,0.323,0.208
237.6466,95.7851,0.0,0.0,0.0,0.524107,797.45,0.161,0.352
0.0,0.0,489.4906,0.0,0.0,0.510334,586.9,0.189,0.256
87.7044,78.0611,0.0,0.0,0.0,0.385774,601.29,0.258,0.365
510.9845,480.5775,19.3554,0.0,0.0,1.454634,1306.25,0.48,0.208
1048.6797,1961.2012,0.0,0.0,0.0,2.366121,3365.01,0.138,0.381
521.1738,504.965,19.3742,0.0,0.0,1.451218,1356.62,0.492,0.196
0.0,7331.1302,0.0,0.0,0.0,3.562001,7655.73,0.154,0.325
568.6549,218.5009,14.65,0.0,1.1452,1.249399,866.0,0.5,0.219
0.0,0.0,0.0,369.4333,0.0,0.100223,678.45,0.165,0.242
0.0,0.0,0.0,0.0,66.1344,0.096455,549.06,0.304,0.236
0.0,497.3391,0.0,487.1748,0.0,1.262485,1286.99,0.236,0.267
247.8004,289.1519,0.0,0.0,0.0,0.69339,739.05,0.159,0.179
0.0,0.0,0.0,0.0,477.7241,0.301122,943.81,0.122,0.246
6519.891,0.0,0.0,0.0,0.0,0.353896,6578.17,0.466,0.135
8324.5605,0.0,0.0,0.0,0.0,0.37121,8759.52,0.381,0.242
509.1225,479.2699,0.0,489.0376,0.0,1.804819,1875.43,0.175,0.313
0.0,8717.8357,0.0,0.0,0.0,3.699042,8787.26,0.166,0.14
178.3194,71.1092,0.0,0.0,0.0,0.42828,686.93,0.27,0.23
84.691,79.4567,0.0,0.0,0.0,0.38799,355.16,0.227,0.395
523.8157,231.2985,15.1636,0.0,1.0872,1.25286,1033.69,0.5,0.233
2008.4193,2053.0997,0.0,0.0,0.0,2.451798,4195.58,0.157,0.112
0.0,0.0,170.1936,0.0,0.0,0.480191,508.47,0.367,0.149
0.0,0.0,0.0,0.0,181.251,0.199856,666.2,0.478,0.2
255.5083,312.5486,0.0,0.0,0.0,0.690948,1026.69,0.156,0.16
0.0,8682.7128,0.0,0.0,0.0,3.75232,8807.39,0.453,0.228
0.0,4634.9404,0.0,0.0,0.0,2.575245,4760.03,0.272,0.143
469.8185,431.8341,2.7588,3.5264,0.1962,1.147745,1203.97,0.5,0.23
534.587,219.7496,15.3875,0.0,1.0646,1.251051,843.85,0.492,0.226
1060.5139,39.1073,0.0,3.5919,0.412,0.591113,1434.66,0.34,0.287
527.041,226.2604,14.2936,0.0,1.0605,1.250708,1243.98,0.5,0.224
0.0,4521.9903,0.0,0.0,0.0,2.529783,4617.28,0.196,0.143
477.5821,524.8121,20.4731,0.0,0.0,1.456464,1396.55,0.469,0.214
0.0,4041.4032,0.0,0.0,0.0,2.397715,4276.36,0.463,0.314
476.5467,420.7716,2.8722,3.353,0.2048,1.145879,1134.53,0.453,0.22
0.0,0.0,0.0,51.6325,0.0,0.014256,414.36,0.327,0.339
12.5393,16.2068,0.0,0.0,0.0,0.148914,504.57,0.242,0.325
0.0,0.0,0.0,0.0,167.2213,0.189208,610.31,0.195,0.163
246.168,307.3936,0.0,0.0,0.0,0.691318,938.56,0.137,0.163
0.0,484.6372,19.605,0.0,0.0,0.720085,645.88,0.157,0.148
0.0,0.0,0.0,275.58,0.0,0.074049,540.92,0.472,0.2
0.0,0.0,0.0,221.3991,0.0,0.06181,344.26,0.363,0.399
0.0,496.3718,0.0,475.2099,0.0,1.257109,1023.41,0.242,0.244
0.0,642.0894,0.0,0.0,0.0,0.43771,1047.6,0.222,0.124
0.0,0.0,370.2381,0.0,0.0,0.512991,685.49,0.345,0.291
84.645,79.9697,0.0,0.0,0.0,0.388287,656.08,0.242,0.399
237.985,294.8102,0.0,0.0,0.0,0.694988,868.05,0.134,0.19
972.4872,0.0,0.0,0.0,0.0,0.293205,1328.33,0.187,0.385
481.5243,453.3497,2.8943,3.4245,0.2074,1.141147,1281.87,0.5,0.2
529.2382,225.79,14.6045,0.0,1.0469,1.251273,888.9,0.436,0.225
466.4416,426.8812,2.9132,3.3084,0.1958,1.138832,1332.65,0.492,0.189
971.9312,39.7377,0.0,3.8723,0.3864,0.593947,1147.49,0.347,0.312
0.0,0.0,0.0,297.6064,0.0,0.082237,607.25,0.238,0.341
0.0,47.524,20.0182,0.0,0.0,0.406699,344.6,0.23,0.22
0.0,0.0,0.0,224.5194,0.0,0.061186,297.21,0.456,0.273
515.8673,486.7453,0.0,496.5337,0.0,1.806295,1870.56,0.158,0.317
0.0,0.0,156.674,0.0,0.0,0.488071,378.93,0.429,0.298
449.2902,430.9067,2.923,3.5051,0.2064,1.139029,1024.67,0.461,0.189
1022.0,39.0,0.0,3.7,0.4,0.593027,1160.5,0.342,0.304
0.0,9007.0186,0.0,0.0,0.0,3.715579,9207.55,0.11,0.107
0.0,6229.6658,0.0,0.0,0.0,3.195412,6607.24,0.299,0.231
1023.5276,40.2245,0.0,3.7426,0.386,0.590471,1494.06,0.372,0.282
572.8839,223.4474,15.1672,0.0,1.1401,1.259366,991.09,0.485,0.26
0.0,7024.6497,0.0,0.0,0.0,3.429868,7079.61,0.266,0.244
13.5675,16.7929,0.0,0.0,0.0,0.148323,402.63,0.215,0.303
63.1897,230.7421,0.0,0.0,0.0,0.487675,704.1,0.167,0.305
2095.8476,2030.9855,0.0,0.0,0.0,2.449104,4241.09,0.14,0.106
241.5215,102.0035,0.0,0.0,0.0,0.525062,760.11,0.184,0.363
0.0,0.0,255.5646,0.0,0.0,0.49139,603.32,0.294,0.102
0.0,49.3909,20.4955,0.0,0.0,0.405897,222.09,0.229,0.21
0.0,0.0,261.2883,0.0,0.0,0.510649,655.29,0.264,0.297
0.0,148.2661,20.3453,0.0,0.0,0.514406,599.86,0.463,0.371
0.0,0.0,0.0,0.0,171.2955,0.198917,616.28,0.182,0.348
0.0,0.0,157.8137,0.0,0.0,0.47208,417.07,0.439,0.119
515.2964,481.6106,0.0,0.0,0.0,0.9343,1069.42,0.267,0.197
0.0,0.0,0.0,0.0,82.7499,0.117207,502.41,0.242,0.297
985.9079,39.199,0.0,3.7411,0.4173,0.589735,1167.33,0.36,0.275
1910.5946,2071.1205,0.0,0.0,0.0,2.450173,4046.64,0.141,0.108
0.0,517.7988,0.0,507.4367,0.0,1.259853,1322.38,0.226,0.255
0.0,0.0,0.0,413.6511,0.0,0.1095,877.96,0.238,0.116
0.0,6726.0212,0.0,0.0,0.0,3.313423,6911.59,0.339,0.189
950.8815,1021.6128,0.0,0.0,0.0,1.691108,2391.19,0.244,0.291
0.0,0.0,0.0,0.0,96.008,0.13028,376.68,0.216,0.241
91.1566,81.1363,0.0,0.0,0.0,0.385522,520.81,0.232,0.361
91.8144,82.8573,0.0,0.0,0.0,0.386704,496.64,0.222,0.377
0.0,0.0,0.0,0.0,345.0234,0.269247,561.96,0.409,0.151
0.0,50.579,20.2676,0.0,0.0,0.405656,540.2,0.213,0.206
0.0,146.8344,19.2815,0.0,0.0,0.510068,608.91,0.455,0.325
0.0,0.0,0.0,0.0,181.6277,0.197936,363.32,0.318,0.14
241.3963,97.4344,0.0,0.0,0.0,0.527989,705.31,0.166,0.392
0.0,510.9881,0.0,486.2105,0.0,1.261909,1449.81,0.21,0.263
538.9964,217.782,15.3718,0.0,1.1421,1.25675,961.61,0.493,0.249
1017.6234,1968.1833,0.0,0.0,0.0,2.358608,3107.98,0.14,0.364
0.0,52.3561,20.4545,0.0,0.0,0.406454,355.37,0.201,0.216
176.2976,74.5358,0.0,0.0,0.0,0.428592,602.16,0.322,0.235
0.0,0.0,0.0,0.0,171.4648,0.196429,605.46,0.299,0.281
0.0,6503.2569,0.0,0.0,0.0,3.261598,6644.37,0.483,0.21
92.888,76.3498,0.0,0.0,0.0,0.385658,274.61,0.26,0.363
243.9402,0.0,0.0,0.0,0.0,0.223906,738.39,0.478,0.112
978.2901,39.9507,0.0,3.5366,0.4024,0.595712,1110.28,0.37,0.329
770.5375,0.0,0.0,0.0,0.0,0.272691,1156.9,0.115,0.176
2021.5942,1920.5169,0.0,0.0,0.0,2.453057,4293.69,0.143,0.114
5358.1182,0.0,0.0,0.0,0.0,0.356211,5834.4,0.161,0.276
